arm,seeds,n_seeds,family_count,n_test_manifest,route_at_10_mean,route_at_10_std,candidate_recall_mean,candidate_recall_std,sys_at_1_mean,sys_at_1_std,sys_at_3_mean,sys_at_3_std,sys_at_5_mean,sys_at_5_std,sys_at_10_mean,sys_at_10_std,mrr_mean,mrr_std,ndcg_at_10_mean,ndcg_at_10_std
knn_only,"0,1,2",3,6,3860,0.6319595591212834,0.0,0.5338622913644534,0.0,0.22718150431602138,0.018630557783618065,0.3144202792255057,0.02446911692833225,0.35194750825975873,0.022286937274137445,0.3986112860428867,0.020814339271786733,0.2863165438294096,0.019805995033650187,0.29852752578657843,0.020477388779918344
no_xgb_ltr,"0,1,2",3,6,3860,0.6319595591212834,0.0,0.5444463515575132,0.0013595145672564816,0.24867020898116912,0.0034915480203736382,0.32227576314822337,0.0014285307528309342,0.3427188976852931,0.0010736000990952178,0.36452636812575684,0.0008053112539005545,0.29564506940885277,0.002022660688795121,0.3035360660353679,0.0011892289687336457
