arm,seed,family_count,n_test_manifest,candidate_slates,missing_candidate_slates,route_at_10,candidate_recall,sys_at_1,sys_at_3,sys_at_5,sys_at_10,mrr,ndcg_at_10
knn_only,0,6,3860,3833,27,0.6319595591212834,0.5338622913644534,0.24459699772116794,0.3359941218310776,0.3711229544075909,0.42027424018095544,0.304950357299373,0.31880975844276654
knn_only,1,6,3860,3833,27,0.6319595591212834,0.5338622913644534,0.2294109933437505,0.31943413858934827,0.35722364309134713,0.3967950201654989,0.2884828067765293,0.29891241202850666
knn_only,2,6,3860,3833,27,0.6319595591212834,0.5338622913644534,0.20753652188314567,0.2878325772560911,0.32749592728033816,0.37876459778220567,0.26551646741232643,0.277860406888462
no_xgb_ltr,0,6,3860,3833,27,0.6319595591212834,0.5457052224997948,0.25046306688599146,0.32388430488449,0.34154522526543013,0.36524996996476705,0.2966968622261265,0.30432542400752177
no_xgb_ltr,1,6,3860,3833,27,0.6319595591212834,0.5430046890112316,0.24464645641608015,0.32115503497838893,0.3436514027554319,0.36467036014767595,0.2933132230662073,0.3021682729583833
no_xgb_ltr,2,6,3860,3833,27,0.6319595591212834,0.5446291431615132,0.25090110364143575,0.32178794958179113,0.3429600650350173,0.3636587742648274,0.29692512293422446,0.3041145011401987
