arm,n_records,candidate_recall_mean,candidate_recall_std,sys_at_1_mean,sys_at_1_std,sys_at_3_mean,sys_at_3_std,sys_at_5_mean,sys_at_5_std,sys_at_10_mean,sys_at_10_std,mrr_mean,mrr_std,ndcg_at_10_mean,ndcg_at_10_std,temperature_support_mean,temperature_support_std,temperature_mae_mean,temperature_mae_std,temperature_within_5c_mean,temperature_within_5c_std,temperature_within_10c_mean,temperature_within_10c_std,temperature_within_20c_mean,temperature_within_20c_std
no_rgnn_temperature,3,0.5425934225752272,0.0014732347438856693,0.25134164023843364,0.01195235982959757,0.3511725298584574,0.012693990548326753,0.3911371342536345,0.010399891960085478,0.4376925132816271,0.006040326026842738,0.3152979306443991,0.011216865866806616,0.3315607827258476,0.01021549530451914,1792.3333333333333,6.429100507328636,13.92955204562054,0.3789449558034063,0.35296972394517595,0.00805572155853032,0.5555675491402806,0.012269009253205362,0.780913197650289,0.012171536835850991
rgnn_temperature,3,0.5425934225752272,0.0014732347438856693,0.25134164023843364,0.01195235982959757,0.3511725298584574,0.012693990548326753,0.3911371342536345,0.010399891960085478,0.4376925132816271,0.006040326026842738,0.3152979306443991,0.011216865866806616,0.3315607827258476,0.01021549530451914,1792.3333333333333,6.429100507328636,11.494996246485101,0.2637975691815516,0.41407693849887717,0.021556475313242073,0.6309125192628281,0.017589765812574647,0.8374395386875272,0.006874310038598693
