arm,seed,family_count,n_test_manifest,candidate_slates,missing_candidate_slates,temperature_support,candidate_recall,sys_at_1,sys_at_3,sys_at_5,sys_at_10,mrr,ndcg_at_10,temperature_mae,temperature_within_5c,temperature_within_10c,temperature_within_20c
no_rgnn_temperature,0,6,3860,3833,27,1785,0.5409776726709034,0.2389461754397135,0.33723249191831717,0.3814180556757793,0.43443778382261594,0.30354796646660664,0.3212137419426578,13.518164277679018,0.36160029555394324,0.5695221669701634,0.7933548501777622
no_rgnn_temperature,1,6,3860,3833,27,1795,0.5429403910340526,0.25228359060141275,0.35421904239784646,0.38988828697329864,0.43397753857769744,0.3164536080981422,0.3318291624884791,14.006136062346714,0.34564951299895846,0.5507068575671547,0.7803536672395963
no_rgnn_temperature,2,6,3860,3833,27,1797,0.5438622040207258,0.2627951546741747,0.3620660552592087,0.4021050601118255,0.44466221744456796,0.32589221736844837,0.3416394437464059,14.264355796835888,0.35165936328262615,0.5464736228835235,0.7690310755335085
rgnn_temperature,0,6,3860,3833,27,1785,0.5409776726709034,0.2389461754397135,0.33723249191831717,0.3814180556757793,0.43443778382261594,0.30354796646660664,0.3212137419426578,11.52833501209026,0.39901847274832103,0.6308409777129791,0.8379270679284683
rgnn_temperature,1,6,3860,3833,27,1795,0.5429403910340526,0.25228359060141275,0.35421904239784646,0.38988828697329864,0.43397753857769744,0.3164536080981422,0.3318291624884791,11.21611406358108,0.4387704827457166,0.6485379467341239,0.8440571059302009
rgnn_temperature,2,6,3860,3833,27,1797,0.5438622040207258,0.2627951546741747,0.3620660552592087,0.4021050601118255,0.44466221744456796,0.32589221736844837,0.3416394437464059,11.740539663783963,0.4044418600025939,0.6133586333413811,0.8303344422039123
