arm,seed,family,n_test_manifest,candidate_slates,missing_candidate_slates,route_at_10,candidate_recall,sys_at_1,sys_at_3,sys_at_5,sys_at_10,mrr,ndcg_at_10
no_xgb_ltr,0,Beckmann,235,232,3,0.6978723404255319,0.42127659574468085,0.14893617021276595,0.22127659574468084,0.2297872340425532,0.25957446808510637,0.19384753161800478,0.19740220134862943
no_xgb_ltr,0,Buchwald-HartwigCross-Coupling,1099,1098,1,0.6997270245677889,0.5896269335759782,0.27388535031847133,0.3421292083712466,0.36032757051865333,0.3776160145586897,0.3174330857082626,0.3234737488353466
no_xgb_ltr,0,Chan_LamCoupling,390,390,0,0.7743589743589744,0.7282051282051282,0.40512820512820513,0.5307692307692308,0.5435897435897435,0.5666666666666667,0.47111266518724965,0.48645529130087195
no_xgb_ltr,0,DielsAlder,762,742,20,0.37270341207349084,0.34776902887139105,0.1377952755905512,0.1837270341207349,0.1916010498687664,0.20734908136482938,0.16557466898699708,0.17037293016656788
no_xgb_ltr,0,Friedel-CraftsAcylation,475,473,2,0.7031578947368421,0.6484210526315789,0.30105263157894735,0.4189473684210526,0.4463157894736842,0.4568421052631579,0.37023093396856677,0.3797196572133708
no_xgb_ltr,0,Friedel-CraftsAlkylation,899,898,1,0.5439377085650723,0.5105672969966629,0.20800889877641823,0.25806451612903225,0.2703003337041157,0.2825361512791991,0.24073982683770137,0.24423547288356268
no_xgb_ltr,1,Beckmann,235,232,3,0.6978723404255319,0.425531914893617,0.12765957446808512,0.18297872340425533,0.21702127659574466,0.26382978723404255,0.17411949793077255,0.18528162529347825
no_xgb_ltr,1,Buchwald-HartwigCross-Coupling,1099,1098,1,0.6997270245677889,0.5914467697907189,0.26933575978161967,0.34485896269335764,0.36396724294813465,0.3794358507734304,0.31719907619287313,0.3244884926079636
no_xgb_ltr,1,Chan_LamCoupling,390,390,0,0.7743589743589744,0.7307692307692307,0.4076923076923077,0.5230769230769231,0.5461538461538461,0.5641025641025641,0.47190991671534754,0.48468167175232446
no_xgb_ltr,1,DielsAlder,762,742,20,0.37270341207349084,0.3464566929133858,0.13910761154855641,0.1889763779527559,0.19291338582677167,0.21128608923884515,0.16837709039923934,0.1738287198770656
no_xgb_ltr,1,Friedel-CraftsAcylation,475,473,2,0.7031578947368421,0.6484210526315789,0.3031578947368421,0.4231578947368421,0.44842105263157894,0.45894736842105266,0.3715492722762448,0.38117698519636384
no_xgb_ltr,1,Friedel-CraftsAlkylation,899,898,1,0.5439377085650723,0.5150166852057843,0.21802002224694103,0.26918798665183535,0.2758620689655172,0.28809788654060065,0.2504118085220811,0.2519007940764993
no_xgb_ltr,2,Beckmann,235,232,3,0.6978723404255319,0.4297872340425532,0.15319148936170213,0.20851063829787234,0.2297872340425532,0.26382978723404255,0.19378540159024493,0.19635036272943793
no_xgb_ltr,2,Buchwald-HartwigCross-Coupling,1099,1098,1,0.6997270245677889,0.5950864422202001,0.2611464968152866,0.33212010919017293,0.36396724294813465,0.3812556869881711,0.30917373159871886,0.3194946673425251
no_xgb_ltr,2,Chan_LamCoupling,390,390,0,0.7743589743589744,0.7282051282051282,0.4076923076923077,0.5205128205128206,0.5487179487179488,0.5743589743589743,0.47247818379192963,0.4894774520369031
no_xgb_ltr,2,DielsAlder,762,742,20,0.37270341207349084,0.34776902887139105,0.10236220472440945,0.1679790026246719,0.19028871391076113,0.2047244094488189,0.14297915238439698,0.15254560919687782
no_xgb_ltr,2,Friedel-CraftsAcylation,475,473,2,0.7031578947368421,0.6484210526315789,0.32,0.4231578947368421,0.4421052631578947,0.4610526315789474,0.3822398935252112,0.38813534328780824
no_xgb_ltr,2,Friedel-CraftsAlkylation,899,898,1,0.5439377085650723,0.5139043381535039,0.2224694104560623,0.2614015572858732,0.26807563959955505,0.2836484983314794,0.25006299888925504,0.2497295530408443
