arm,seeds,n_seeds,family_count,n_test_manifest,route_at_10_mean,route_at_10_std,candidate_recall_mean,candidate_recall_std,sys_at_1_mean,sys_at_1_std,sys_at_3_mean,sys_at_3_std,sys_at_5_mean,sys_at_5_std,sys_at_10_mean,sys_at_10_std,mrr_mean,mrr_std,ndcg_at_10_mean,ndcg_at_10_std
no_xgb_ltr,"0,1,2",3,6,3860,0.6319595591212834,0.0,0.5425934225752272,0.0014732347438856693,0.24481342284052662,0.000869704483893791,0.3222684913733445,0.0034417134900405853,0.3405112575942198,0.0002022422326316737,0.36028633452603437,0.0016285591339418152,0.292401374229061,0.0006956337569556588,0.29993058767702446,0.0005563431404143417
