system,seeds,n_seeds,cover_mean,cover_std,sys1_mean,sys1_std,sys3_mean,sys3_std,sys5_mean,sys5_std,sys10_mean,sys10_std,mrr_mean,mrr_std,ndcg10_mean,ndcg10_std,temp_mae_mean,temp_mae_std,temp_within_5c_mean,temp_within_5c_std,temp_within_10c_mean,temp_within_10c_std,temp_within_20c_mean,temp_within_20c_std
ProSys (Stage 2/3 fixed-Stage-1 robustness),"0,1,2",3,0.5425934225752272,0.0014732347438857173,0.25134164023843364,0.011952359829597529,0.3511725298584574,0.012693990548326782,0.3911371342536345,0.010399891960085476,0.43769251328162717,0.006040326026842609,0.3152979306443991,0.011216865866806588,0.3315607827258476,0.010215495304519085,11.494996246485101,0.2637975691815516,0.41407693849887717,0.021556475313242056,0.6309125192628279,0.017589765812574647,0.8374395386875272,0.006874310038598746
