arm,seeds,n_seeds,family_count,n_test_manifest,route_at_10_mean,route_at_10_std,candidate_recall_mean,candidate_recall_std,sys_at_1_mean,sys_at_1_std,sys_at_3_mean,sys_at_3_std,sys_at_5_mean,sys_at_5_std,sys_at_10_mean,sys_at_10_std,mrr_mean,mrr_std,ndcg_at_10_mean,ndcg_at_10_std
reafnn_only,"0,1,2",3,6,3860,0.6319595591212834,0.0,0.464801138288621,0.0029772593427155364,0.1813753074196941,0.011238771981069404,0.27756734404982775,0.00906990222831004,0.3180071871001962,0.007134149354593181,0.36243038286638224,0.0027059588575409415,0.2435121891720595,0.009001829827588402,0.2631644741322489,0.006729130655403127
