arm,family,n_records,n_test_manifest,candidate_slates,missing_candidate_slates,route_at_10_mean,route_at_10_std,candidate_recall_mean,candidate_recall_std,sys_at_1_mean,sys_at_1_std,sys_at_3_mean,sys_at_3_std,sys_at_5_mean,sys_at_5_std,sys_at_10_mean,sys_at_10_std,mrr_mean,mrr_std,ndcg_at_10_mean,ndcg_at_10_std
reafnn_only,Beckmann,3,235,232,3,0.6978723404255319,0.0,0.3375886524822695,0.02141797002913688,0.10070921985815602,0.023436470413983414,0.1574468085106383,0.01950032210619506,0.19007092198581557,0.02564984584400726,0.22553191489361704,0.0378221039034706,0.1419783976611371,0.022043197700746645,0.15421321648239103,0.024297988105184135
reafnn_only,Buchwald-HartwigCross-Coupling,3,1099,1098,1,0.6997270245677889,0.0,0.48346982104943886,0.009470727932057015,0.15225962996663633,0.022844804437549958,0.2650894752805581,0.021033349648269105,0.3099787685774947,0.020954474309270103,0.36275401880497427,0.022442597189791857,0.22406071213216935,0.02130634162883857,0.2504232240890381,0.02150451575777517
reafnn_only,Chan_LamCoupling,3,390,390,0,0.7743589743589744,0.0,0.6709401709401709,0.006452849944675884,0.2709401709401709,0.023824546777378382,0.41965811965811967,0.02072539427860194,0.4871794871794872,0.01332346775052981,0.5376068376068376,0.003916731363210106,0.3662117407744045,0.01902014410220981,0.39558993600177383,0.015263035678199866
reafnn_only,DielsAlder,3,762,742,20,0.37270341207349084,0.0,0.2432195975503062,0.0030307100744862243,0.13823272090988625,0.0040092525765142864,0.1937882764654418,0.00460877242032053,0.2073490813648294,0.0013123359580052424,0.22397200349956256,0.007689586977798313,0.16850783687050233,0.0023749230956446876,0.17925866031353963,0.004062616569790089
reafnn_only,Friedel-CraftsAcylation,3,475,473,2,0.7031578947368421,0.0,0.5782456140350877,0.010596258856520322,0.20771929824561405,0.021296829341043537,0.2905263157894737,0.011721609184905307,0.3319298245614035,0.008508319756478696,0.40350877192982454,0.014017532881009228,0.27063289091992543,0.014793754341468502,0.2863473233904008,0.013653516396268642
reafnn_only,Friedel-CraftsAlkylation,3,899,898,1,0.5439377085650723,0.0,0.47534297367445305,0.006325073084624383,0.21839080459770113,0.034560415862754275,0.3388950685947349,0.02152135240775893,0.3815350389321468,0.025656424014840473,0.4212087504634779,0.016734570406224343,0.2896815566742183,0.027867286474087555,0.31315448451635003,0.026435884388425073
