system,seeds,n_seeds,cover_mean,cover_std,sys1_mean,sys1_std,sys3_mean,sys3_std,sys5_mean,sys5_std,sys10_mean,sys10_std,mrr_mean,mrr_std,ndcg10_mean,ndcg10_std,temp_mae_mean,temp_mae_std,temp_within_5c_mean,temp_within_5c_std,temp_within_10c_mean,temp_within_10c_std,temp_within_20c_mean,temp_within_20c_std
ProSys (Stage 2/3 fixed-Stage-1 robustness),"0,1,2",3,0.5444463515575132,0.001359514567256533,0.27117847532859357,0.0036574015157007614,0.36840304684697206,0.008021228206839667,0.4047498298598699,0.0077492436957604304,0.44621218982014826,0.0041956919867948495,0.3327772465922865,0.004835020483026569,0.34695644526722913,0.005314780447899199,11.72793071315447,0.5403246178720409,0.40589915121119063,0.005588016276045578,0.6180318117049389,0.023570837652075963,0.8304389830975363,0.01104724522296582
