method,family,candidate_slates,missing_candidate_slates,cover,sys1,sys3,sys5,sys10,mrr,ndcg10,temperature_n,temperature_mae,temperature_within_5c,temperature_within_10c,temperature_within_20c,route_weight,condition_weight,last_epoch,n_families
sequential_fnn,Beckmann,232,3,0.3404255319148936,0.11914893617021277,0.1702127659574468,0.19148936170212766,0.22127659574468084,0.15662245278909642,0.16391844330336675,52,17.52680353017954,0.36538461538461536,0.46153846153846156,0.7115384615384616,2.0,1.0,21,1
sequential_fnn,Buchwald-HartwigCross-Coupling,1098,1,0.34849863512283896,0.055505004549590536,0.11737943585077344,0.1510464058234759,0.1956323930846224,0.10272163060345553,0.11992610629052372,303,9.033191334689805,0.5016501650165016,0.7392739273927392,0.8712871287128713,1.5,1.0,26,1
sequential_fnn,Chan_LamCoupling,390,0,0.6871794871794872,0.29743589743589743,0.41794871794871796,0.4846153846153846,0.5564102564102564,0.38237680900547755,0.4156703059781462,249,8.084376250883661,0.5461847389558233,0.7871485943775101,0.9156626506024096,1.0,1.0,15,1
sequential_fnn,DielsAlder,742,20,0.3110236220472441,0.11023622047244094,0.16010498687664043,0.19553805774278216,0.21259842519685038,0.14704017392192814,0.15638150365189732,185,20.181484843911353,0.3027027027027027,0.5135135135135135,0.6594594594594595,1.0,1.0,22,1
sequential_fnn,Friedel-CraftsAcylation,473,2,0.5873684210526315,0.24842105263157896,0.35789473684210527,0.40842105263157896,0.4568421052631579,0.3212910647744439,0.34409335781404365,245,11.68457345196179,0.4326530612244898,0.6408163265306123,0.8204081632653061,1.0,1.0,18,1
sequential_fnn,Friedel-CraftsAlkylation,898,1,0.4582869855394883,0.16240266963292546,0.22358175750834258,0.23915461624026693,0.26696329254727474,0.2021822451586884,0.2110123107612887,390,8.159795583841893,0.5615384615384615,0.735897435897436,0.8871794871794871,1.5,1.0,19,1
reaction_gcnn,Beckmann,232,3,0.30638297872340425,0.04680851063829787,0.08085106382978723,0.09787234042553192,0.16170212765957445,0.07928729184236942,0.08675073530102244,0,,,,,2.0,1.0,50,1
reaction_gcnn,Buchwald-HartwigCross-Coupling,1098,1,0.29208371246587805,0.038216560509554146,0.0718835304822566,0.09190172884440401,0.12920837124658782,0.06766751518111032,0.0759278206277232,0,,,,,1.5,1.0,50,1
reaction_gcnn,Chan_LamCoupling,390,0,0.5538461538461539,0.1564102564102564,0.24102564102564103,0.30256410256410254,0.35128205128205126,0.22278723669542352,0.24159040721877767,0,,,,,2.0,1.0,50,1
reaction_gcnn,DielsAlder,742,20,0.25196850393700787,0.03674540682414698,0.07611548556430446,0.0958005249343832,0.12467191601049869,0.06680529200814707,0.07538118286903588,0,,,,,2.0,1.0,50,1
reaction_gcnn,Friedel-CraftsAcylation,473,2,0.5136842105263157,0.10526315789473685,0.19157894736842107,0.24210526315789474,0.3031578947368421,0.1719196587729143,0.19217981008394258,0,,,,,1.5,1.0,50,1
reaction_gcnn,Friedel-CraftsAlkylation,898,1,0.3559510567296997,0.07563959955506118,0.12124582869855394,0.14126807563959956,0.1768631813125695,0.11028980310914224,0.12002543152256945,0,,,,,2.0,1.0,50,1
reaction_gcnn,MACRO-AVG,3833,27,0.3789861027047432,0.07651391530534224,0.13045008282816073,0.16191867259431933,0.207814257041354,0.11979279960151783,0.13197589793717854,0,,,,,,,,6
sequential_fnn,MACRO-AVG,3833,27,0.4554637804760973,0.16552496348210768,0.24118706683067107,0.2783774797926027,0.31828717804114043,0.218705729375515,0.23516700463321105,1424,12.445037499244675,0.45168562413709906,0.6463647098750455,0.8109225584596658,,,,6
