seed,route_recall_top1,route_recall_top3,route_recall_top5,route_recall_top10
0,0.3616391608601219,0.48557285949944523,0.5182211299331488,0.5509786730084105
1,0.36552062028008586,0.4842924280874091,0.5172057903345685,0.5585874583113445
2,0.36999083575800884,0.48596242702360876,0.5189604571771315,0.5530942208828394
